movie_id,title,genres,director,cast,keywords,overview,vote_average,vote_count,popularity,release_year,runtime,language
4309,Dark Eclipse 2,Comedy Western Drama Mystery,Tim Burton,Al Pacino Morgan Freeman Leonardo DiCaprio,magic family detective forest chase,"Set in a crime-ridden metropolis, the film follows a hardened detective as they navigate political intrigue and uncover a forgotten past.",4.7,22951,54.59,1974,84,ko
4310,Shadow of Hunter: Part 2,Sci-Fi Musical Western,Steven Spielberg,Mark Wahlberg Dustin Hoffman Robert De Niro,underground love ocean,"In a heart-breaking tale of identity and belonging, an exiled warrior confronts an ancient evil that will test their very soul.",8.6,12455,52.03,2006,81,fr
4311,Lost Destiny: Part 1,Adventure Mystery,Clint Eastwood,Meryl Streep Tom Hanks Arnold Schwarzenegger,war journey redemption chase vampire,"Set in a war-torn land, the film follows a young prodigy as they navigate a personal crisis and uncover an ancient prophecy.",8.9,9046,37.78,2008,90,de
4312,Fall of Eclipse: Part 3,Comedy History,Stanley Kubrick,Liam Neeson Joaquin Phoenix Emma Stone,treasure vampire family prison love gun,"When two unlikely allies discovers a shocking truth, they are drawn into a action-packed world of a magical realm.",7.9,6325,80.76,1984,187,ja
4313,Dark Revelation 2,Action Animation,Stanley Kubrick,Mark Wahlberg Jake Gyllenhaal Christian Bale,sword chase spy robot clone election,"When an exiled warrior discovers a long-buried secret, they are drawn into a action-packed world of a magical realm.",7.5,30163,5.9,2020,94,ja
4314,Last Redemption: Part 2,Comedy Thriller,Guy Ritchie,Cate Blanchett Natalie Portman Liam Neeson,heist alien underground treasure,a hardened detective embarks on a heart-breaking journey through a magical realm to stop a catastrophic event once and for all.,5.6,45320,68.81,2012,133,en
4315,Fall of Labyrinth: Part 3,Romance Sport Biography Horror,Ron Howard,Jennifer Lawrence Samuel L. Jackson Meryl Streep,zombie ocean underground sword clone hacker,"In a mysterious tale of power and corruption, a lone hero confronts an unstoppable force that will test their very soul.",6.5,34741,80.39,2013,75,fr
4316,Last Eclipse 3,Documentary Animation Thriller Fantasy,Sam Raimi,Denzel Washington Keanu Reeves Tom Hanks,mutation love superhero,A action-packed an exiled warrior must unite the factions before an ancient evil destroys everything they hold dear.,5.7,8660,51.03,1994,76,ja
4317,Eternal Raven 2,Adventure Sport Animation Horror,Christopher Nolan,Jared Leto Natalie Portman Al Pacino,redemption city dystopia robot,"Set in a war-torn land, the film follows a young prodigy as they navigate political intrigue and uncover a long-buried secret.",6.6,10156,68.25,2024,176,hi
4318,Forgotten Abyss 4,Adventure Drama,Denis Villeneuve,Angelina Jolie Leonardo DiCaprio Dustin Hoffman,chase prison clone treasure time travel,"Set in a post-apocalyptic city, the film follows two unlikely allies as they navigate impossible odds and uncover a long-buried secret.",6.1,19604,16.31,1978,143,fr
4319,Kingdom of Ghost: Part 1,Action War,Ridley Scott,Geoffrey Rush Natalie Portman Robert De Niro,snow ocean city,"Set in a post-apocalyptic city, the film follows an exiled warrior as they navigate a personal crisis and uncover a forgotten past.",4.2,36655,73.18,1976,100,ja
4320,Eternal Infinity 2,Western,Darren Aronofsky,Harrison Ford Benedict Cumberbatch Brad Pitt,gun zombie dystopia mutation,"Set in a magical realm, the film follows a lone hero as they navigate political intrigue and uncover a long-buried secret.",8.8,20274,11.38,2007,197,es
4321,The Raven 3,Action Thriller,Christopher Nolan,Johnny Depp Will Smith Tom Hanks,war magic election time travel prophecy detective prison,"When an exiled warrior discovers a hidden identity, they are drawn into a chilling world of a crime-ridden metropolis.",7.6,5402,6.66,1984,89,es
4322,Silent Eclipse: Part 2,Action Family,David Fincher,Hugh Jackman Sylvester Stallone Benedict Cumberbatch,magic hacker family prison gun ocean war,"In a action-packed tale of identity and belonging, a hardened detective confronts an unstoppable force that will test their very soul.",4.7,19435,15.64,2007,99,ja
4323,The Storm: Part 1,War Documentary,Gore Verbinski,Jake Gyllenhaal Tom Cruise Russell Crowe,survival betrayal clone chase detective prison sword,"When two unlikely allies discovers a forgotten past, they are drawn into a action-packed world of a magical realm.",5.9,21502,71.96,1979,107,fr
4324,Edge of Phoenix: Part 1,Mystery,Clint Eastwood,Jack Nicholson Denzel Washington Mark Wahlberg,treasure detective journey prophecy conspiracy prison,a lone hero embarks on a action-packed journey through a magical realm to stop a catastrophic event once and for all.,4.2,12131,39.92,2007,113,ko
4325,Last Legend 3,Comedy Biography Western,Tim Burton,Tom Hanks Morgan Freeman Meryl Streep,vampire zombie hacker ocean betrayal superhero,an exiled warrior embarks on a action-packed journey through a crime-ridden metropolis to stop a catastrophic event once and for all.,4.7,10048,62.84,1984,142,es
4326,Silent Origin 3,Family Fantasy,Zack Snyder,Cate Blanchett Tom Hanks Benedict Cumberbatch,alien prophecy detective,a young prodigy embarks on a chilling journey through a distant galaxy to stop an ancient evil once and for all.,6.4,21709,56.71,1998,82,ja
4327,Lost Labyrinth 4,Sci-Fi Biography Action,Denis Villeneuve,Emma Stone Angelina Jolie Russell Crowe,dystopia war snow space friendship virus heist,"When a hardened detective discovers a forgotten past, they are drawn into a mysterious world of a magical realm.",9.1,14676,12.89,2024,169,en
4328,Shadow of Chronicle: Part 1,Biography Crime,Guillermo del Toro,Jared Leto Robert De Niro Anthony Hopkins,robot zombie dragon superhero,A desperate an exiled warrior must escape captivity before a shadowy organisation destroys everything they hold dear.,5.1,4235,37.51,1976,97,en
4329,Forgotten Specter 5,Biography War,Guillermo del Toro,Charlize Theron Tom Cruise Jack Nicholson,corruption prison virus,"Set in a crime-ridden metropolis, the film follows a lone hero as they navigate moral dilemmas and uncover a shocking truth.",8.4,32769,80.55,2013,132,en
4330,Fall of Origin: Part 2,Animation History War,Joel Coen,Benedict Cumberbatch Matt Damon Jake Gyllenhaal,city clone snow,"When two unlikely allies discovers a long-buried secret, they are drawn into a action-packed world of a distant galaxy.",5.3,40743,99.82,1993,186,de
4331,Silent Abyss 5,Thriller,Alfonso Cuaron,Meryl Streep Tom Cruise Christian Bale,betrayal clone gun snow prophecy family friendship,"When two unlikely allies discovers a shocking truth, they are drawn into a mysterious world of a war-torn land.",7.2,6069,14.21,1991,86,ko
4332,Forgotten Frontier 3,Mystery Action Western,Paul Thomas Anderson,Johnny Depp Cate Blanchett Al Pacino,virus superhero robot dystopia conspiracy,"In a thrilling tale of justice and revenge, a young prodigy confronts a catastrophic event that will test their very soul.",7.0,41845,72.02,1979,107,ja
4333,Broken Abyss: Part 2,Romance,Zack Snyder,Leonardo DiCaprio Johnny Depp Emma Stone,robot chase conspiracy dystopia family gun magic,"In a heart-breaking tale of justice and revenge, a hardened detective confronts a shadowy organisation that will test their very soul.",4.8,7173,2.96,1994,87,en
4334,Kingdom of Redemption: Part 3,Drama Musical,Robert Zemeckis,Jack Nicholson Sylvester Stallone Natalie Portman,redemption spy ocean cult magic hacker family,two unlikely allies embarks on a mysterious journey through a post-apocalyptic city to stop an ancient evil once and for all.,8.6,30011,22.16,1981,131,ko
4335,Return of Revelation: Part 2,Animation Sci-Fi,Ridley Scott,Jake Gyllenhaal Will Smith Liam Neeson,gun cult dragon,an exiled warrior embarks on a mysterious journey through a post-apocalyptic city to stop a shadowy organisation once and for all.,7.9,35666,85.61,1970,192,es
4336,Return of Hunter: Part 3,Thriller Western Adventure,James Cameron,Meryl Streep Russell Crowe Christian Bale,family forest redemption hacker,"Set in a magical realm, the film follows a lone hero as they navigate political intrigue and uncover a hidden identity.",6.9,4220,75.97,2005,196,fr
4337,Age of Phantom 2,Biography Family Mystery Comedy,Alfonso Cuaron,Leonardo DiCaprio Arnold Schwarzenegger Meryl Streep,space election robot zombie detective snow heist,"Set in a war-torn land, the film follows a hardened detective as they navigate impossible odds and uncover a hidden identity.",7.8,40589,79.67,2013,165,es
4338,The Eclipse: Part 1,War Animation Adventure,Tim Burton,Dustin Hoffman Johnny Depp Benedict Cumberbatch,chase conspiracy war space dragon superhero journey,"In a action-packed tale of identity and belonging, two unlikely allies confronts an unstoppable force that will test their very soul.",9.4,46154,3.02,1990,117,en
4339,Kingdom of Prophecy 4,Adventure Documentary Animation,David Fincher,Mark Wahlberg Cate Blanchett Keanu Reeves,dystopia election friendship war cult revenge revolution,"In a action-packed tale of identity and belonging, a young prodigy confronts an ancient evil that will test their very soul.",4.6,16610,42.51,2013,182,en
4340,Fall of Sacrifice: Part 3,Sci-Fi Biography,Tony Scott,Tom Hanks Scarlett Johansson Brad Pitt,cult city forest treasure mystery alien,"When an exiled warrior discovers a shocking truth, they are drawn into a action-packed world of a magical realm.",7.7,380,4.87,1999,147,de
4341,Age of Titan 5,Romance Action Fantasy Crime,Sam Raimi,Geoffrey Rush Liam Neeson Joaquin Phoenix,detective superhero vampire corruption mystery city friendship,a hardened detective embarks on a mysterious journey through a magical realm to stop a shadowy organisation once and for all.,7.6,37036,55.82,1998,187,ko
4342,Rise of Hunter 4,Adventure Comedy Fantasy,Tony Scott,Keanu Reeves Russell Crowe Dustin Hoffman,virus friendship prison dragon family time travel,"In a action-packed tale of love and loss, a lone hero confronts a deadly conspiracy that will test their very soul.",5.3,42971,69.21,1983,170,de
4343,The Infinity 2,Documentary Thriller,Christopher Nolan,Harrison Ford Johnny Depp Jack Nicholson,betrayal chase robot election zombie conspiracy,"When an exiled warrior discovers a shocking truth, they are drawn into a desperate world of a distant galaxy.",6.3,25990,8.48,2021,97,en
4344,Rise of Sentinel: Part 1,Western Documentary Action,David Fincher,Brad Pitt Liam Neeson Christian Bale,spy conspiracy alien friendship magic,"When a hardened detective discovers a hidden identity, they are drawn into a action-packed world of a post-apocalyptic city.",8.3,6889,76.3,2006,190,de
4345,The Frontier 4,Crime Family Drama Sci-Fi,Tony Scott,Jack Nicholson Charlize Theron Dustin Hoffman,conspiracy betrayal mystery revenge magic,"When a lone hero discovers an ancient prophecy, they are drawn into a chilling world of a post-apocalyptic city.",6.3,36046,35.28,2014,81,en
4346,Silent Sentinel 3,Biography War Adventure,Ethan Coen,Emma Stone Jake Gyllenhaal Christian Bale,war spy desert chase gun sword snow,"Set in a distant galaxy, the film follows a young prodigy as they navigate impossible odds and uncover an ancient prophecy.",4.4,18926,42.93,1989,156,es
4347,Eternal Legend 2,Crime War,Francis Ford Coppola,Scarlett Johansson Meryl Streep Christian Bale,survival gun chase friendship time travel,two unlikely allies embarks on a desperate journey through a post-apocalyptic city to stop a shadowy organisation once and for all.,8.2,36069,91.11,1990,159,hi
4348,Hidden Wolf: Part 3,Thriller Family Biography Crime,Sam Raimi,Christian Bale Daniel Day-Lewis Denzel Washington,forest gun election conspiracy spy,two unlikely allies embarks on a action-packed journey through a post-apocalyptic city to stop an unstoppable force once and for all.,4.8,7037,86.04,1984,194,ja
4349,Edge of Hunter 3,Sci-Fi Thriller Comedy War,Martin Scorsese,Johnny Depp Anthony Hopkins Harrison Ford,zombie underground time travel city mutation,an exiled warrior embarks on a chilling journey through a war-torn land to stop an unstoppable force once and for all.,4.9,18632,71.37,2010,119,es
4350,Dawn of Sentinel 2,History Adventure Fantasy War,Denis Villeneuve,Tom Hanks Hugh Jackman Denzel Washington,virus spy corruption ocean revolution,"In a thrilling tale of justice and revenge, a hardened detective confronts a shadowy organisation that will test their very soul.",4.5,41884,38.52,2015,163,hi
4351,Broken Guardian 4,Sci-Fi Drama,Robert Zemeckis,Russell Crowe Charlize Theron Daniel Day-Lewis,magic mutation clone prison heist,an exiled warrior embarks on a thrilling journey through a war-torn land to stop a catastrophic event once and for all.,5.5,38745,73.01,1996,80,en
4352,War of Phantom 5,Thriller Documentary Comedy,Guy Ritchie,Jack Nicholson Russell Crowe Denzel Washington,mutation underground revenge gun hacker corruption war,a lone hero embarks on a desperate journey through a distant galaxy to stop an ancient evil once and for all.,5.5,9104,34.36,2004,82,fr
4353,A Frontier: Part 1,Horror War,Ron Howard,Al Pacino Geoffrey Rush Cate Blanchett,spy ocean magic superhero forest,A heart-breaking a young prodigy must save their family before a deadly conspiracy destroys everything they hold dear.,7.1,8104,2.68,2019,195,es
4354,Age of Covenant 4,Adventure,Gore Verbinski,Denzel Washington Joaquin Phoenix Jennifer Lawrence,snow prophecy prison gun friendship redemption survival,A chilling a hardened detective must uncover the truth before an unstoppable force destroys everything they hold dear.,9.3,6795,43.97,2004,116,fr
4355,Fall of Alliance: Part 2,Mystery,Guillermo del Toro,Jared Leto Robert De Niro Anthony Hopkins,war survival treasure redemption revenge,"Set in a war-torn land, the film follows two unlikely allies as they navigate political intrigue and uncover a shocking truth.",5.8,25314,81.29,2009,82,de
4356,Fall of Destiny 2,Horror,JJ Abrams,Will Smith Liam Neeson Samuel L. Jackson,redemption love family city prison revenge,"In a thrilling tale of justice and revenge, an exiled warrior confronts a shadowy organisation that will test their very soul.",5.9,17754,67.81,1981,81,ja
